Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.153,d,1372,1398,1460,4,Macro-expression,III
spNO.15,i,241,528,731,4,Macro-expression,III
spNO.169,i,978,996,1012,24,Macro-expression,VII
spNO.142,k,24,39,56,24+14,Macro-expression,VII
spNO.216,e,285,303,323,7,Macro-expression,VII
spNO.215,m,479,504,555,14,Macro-expression,VII
spNO.210,d,1212,1224,1258,14+23+24,Macro-expression,VII
spNO.11,f,1291,1307,1327,14,Macro-expression,VII
spNO.217,k,959,967,986,24,Micro-expression,VII
spNO.215,d,4292,4300,4320,14,Micro-expression,VII
spNO.215,a,84,89,110,1,Micro-expression,V
spNO.195,l,3058,3086,3164,14,Macro-expression,VII
spNO.11,f,397,406,417,R2+R1,Macro-expression,II
spNO.172,m,870,903,961,14,Macro-expression,VII
spNO.184,f,1777,1798,1816,43,Macro-expression,VII
spNO.17,f,127,144,205,2+1,Macro-expression,II
spNO.195,g,1416,1428,1505,14,Macro-expression,VII
spNO.187,c,7,17,37,17+T24,Macro-expression,III
spNO.40,k,167,183,253,14+16,Macro-expression,VII
spNO.3,i,161,195,257,38,Macro-expression,VII
spNO.210,h,1514,1531,1563,4,Macro-expression,III
spNO.206,g,5,30,68,14,Macro-expression,VII
spNO.216,h,1348,1376,1399,38,Macro-expression,VII
spNO.200,c,447,458,488,7,Macro-expression,VII
spNO.179,a,895,912,1024,1,Macro-expression,V
spNO.153,a,943,958,1011,R20,Macro-expression,VI
spNO.194,j,29,39,45,14,Macro-expression,VII
spNO.160,m,36,43,49,4,Micro-expression,III
spNO.77,f,1549,1561,1594,14,Macro-expression,VII
spNO.2,c,2793,2797,2810,4,Micro-expression,III
spNO.154,d,3959,3971,3988,7,Macro-expression,VII
spNO.10,f,278,279,280,18,Micro-expression,VII
spNO.163,g,2143,2202,2249,38,Macro-expression,VII
spNO.209,m,5,21,41,14,Macro-expression,VII
spNO.201,i,1675,1686,1700,2+1,Macro-expression,II
spNO.160,c,3051,3079,3140,14,Macro-expression,VII
spNO.210,c,3207,3211,3215,9+4,Micro-expression,IV
spNO.210,f,412,419,459,38,Micro-expression,VII
spNO.200,d,683,698,781,14+24,Macro-expression,VII
spNO.152,k,1975,2007,2045,24+14,Macro-expression,VII
spNO.196,i,1721,1897,1992,4,Macro-expression,III
spNO.180,g,972,989,1040,14,Macro-expression,VII
spNO.149,i,479,490,515,14,Macro-expression,VII
spNO.155,e,165,176,186,14,Macro-expression,VII
spNO.144,e,1143,1158,1239,9,Macro-expression,IV
spNO.178,k,1533,1543,1560,24,Macro-expression,VII
spNO.179,j,1022,1034,1042,18,Macro-expression,VII
spNO.152,l,1269,1286,1346,24+14,Macro-expression,VII
spNO.170,e,1039,1052,1093,14,Macro-expression,VII
spNO.197,a,881,888,899,4,Micro-expression,III
spNO.145,j,169,189,248,14,Macro-expression,VII
spNO.210,c,1501,1513,1541,12,Macro-expression,I
spNO.202,m,1,1,70,14,Micro-expression,VII
spNO.42,e,531,550,610,4,Macro-expression,III
spNO.187,h,848,871,940,14,Macro-expression,VII
spNO.184,c,129,140,146,18,Macro-expression,VII
spNO.210,a,913,920,935,12,Micro-expression,I
spNO.155,a,299,320,348,16+24,Macro-expression,VII
spNO.215,e,2995,3008,3070,14,Macro-expression,VII
spNO.147,h,3368,3418,3494,14,Macro-expression,VII
spNO.42,j,1169,1188,1200,14+12,Macro-expression,VII
spNO.207,i,371,382,411,4+7,Macro-expression,III
spNO.209,e,338,352,375,14,Macro-expression,VII
spNO.13,k,1784,1852,1989,4,Macro-expression,III
spNO.160,e,859,870,883,2+1,Macro-expression,II
spNO.210,g,2111,2129,2154,12,Macro-expression,I
spNO.210,e,2859,2870,2890,14,Macro-expression,VII
spNO.160,h,1161,1176,1199,17,Macro-expression,VII
spNO.185,b,839,1026,1273,12,Macro-expression,I
spNO.213,j,934,1010,1103,12,Macro-expression,I
spNO.10,d,691,696,703,16+24,Micro-expression,VII
spNO.186,c,1190,1208,1227,14,Macro-expression,VII
spNO.77,l,3876,3885,3897,4,Macro-expression,III
spNO.184,i,2782,2791,2813,24,Macro-expression,VII
spNO.144,c,2083,2119,2222,24+14,Macro-expression,VII
spNO.184,k,1421,1427,1437,4,Micro-expression,III
spNO.195,f,141,154,193,5,Macro-expression,II
spNO.189,l,2282,2335,2433,14,Macro-expression,VII
spNO.201,g,210,219,231,4,Macro-expression,III
spNO.171,j,95,885,1008,12,Macro-expression,I
spNO.207,k,1465,1492,1542,7,Macro-expression,VII
spNO.194,m,1405,1416,1471,2+1,Macro-expression,II
spNO.162,d,959,970,995,14,Macro-expression,VII
spNO.195,i,4122,4133,4178,14,Macro-expression,VII
spNO.207,l,3790,3809,3859,4+R14,Macro-expression,VII
spNO.165,a,282,437,560,10+4+14+4+24+L14,Macro-expression,VII
spNO.160,d,974,979,988,4,Micro-expression,III
spNO.216,k,2156,2172,2239,12,Macro-expression,I
spNO.193,b,7,65,207,17,Macro-expression,VII
spNO.160,c,3216,3224,3258,4,Micro-expression,III
spNO.207,c,3179,3239,3263,4,Macro-expression,III
spNO.148,f,798,802,807,1,Micro-expression,V
spNO.152,i,2273,2316,2431,24+14,Macro-expression,VII
spNO.197,k,543,548,566,24,Micro-expression,VII
spNO.178,c,928,942,956,14,Macro-expression,VII
spNO.152,e,2520,2553,2610,24+14,Macro-expression,VII
spNO.152,m,1301,1338,1571,24+14,Macro-expression,VII
spNO.201,j,1446,1510,1586,24+15+12,Macro-expression,VII
spNO.181,c,1624,1637,1664,4,Macro-expression,III
spNO.207,f,1,34,125,R14+7,Macro-expression,VII
spNO.182,f,21,30,47,1,Macro-expression,V
spNO.152,l,3245,3260,3376,24+14,Macro-expression,VII
spNO.169,j,679,694,714,R2,Macro-expression,VII
spNO.144,m,842,876,911,14,Macro-expression,VII
spNO.160,j,460,483,507,14+B28,Macro-expression,VII
spNO.7,d,3041,3047,3057,4,Micro-expression,III
spNO.140,d,1001,1072,1101,12,Macro-expression,I
spNO.165,c,3188,3206,3231,14,Macro-expression,VII
spNO.213,c,1858,1908,1928,14,Macro-expression,VII
spNO.40,e,2458,2493,2549,L14,Macro-expression,VII
spNO.165,c,1244,1253,1366,4,Macro-expression,III
spNO.184,j,227,234,241,4,Micro-expression,III
spNO.212,j,45,49,56,R10,Micro-expression,IV
spNO.216,a,939,945,966,7,Micro-expression,VII
spNO.148,g,2107,2122,2159,24+4+28+14,Macro-expression,VII
spNO.180,i,222,238,268,R2+R1,Macro-expression,II
spNO.213,k,2543,2592,2763,14,Macro-expression,VII
spNO.189,j,1458,1529,1727,14+2+1+10+15,Macro-expression,VII
spNO.171,l,759,819,840,4,Macro-expression,III
spNO.206,a,117,124,146,1+2,Micro-expression,II
spNO.149,h,3305,3336,3369,14,Macro-expression,VII
spNO.204,g,536,694,1475,B28+14+5,Macro-expression,VII
spNO.179,d,1289,1355,1649,15,Macro-expression,V
spNO.169,l,1651,1675,1746,12+6,Macro-expression,I
spNO.210,e,2948,2965,3005,14+17,Macro-expression,VII
spNO.151,g,2655,2718,2746,28,Macro-expression,VII
spNO.160,m,1982,1995,2032,18,Macro-expression,VII
spNO.142,e,2559,2569,2590,L14,Macro-expression,VII
spNO.182,l,47,115,199,12+18+17+14,Macro-expression,VII
spNO.77,i,535,540,552,4,Micro-expression,III
spNO.144,l,1293,1299,1325,14,Micro-expression,VII
spNO.148,i,441,494,526,4,Macro-expression,III
spNO.187,b,642,660,716,T28+14,Macro-expression,VII
spNO.158,d,2668,2699,2708,14,Macro-expression,VII
spNO.174,k,1449,1465,1492,14,Macro-expression,VII
spNO.144,k,1303,1732,2231,15+12,Macro-expression,VII
spNO.186,d,1986,2083,2240,14+12,Macro-expression,VII
spNO.169,d,1548,1559,1661,4+R2+L7,Macro-expression,VII
spNO.185,j,1131,1154,1191,4,Macro-expression,III
spNO.162,d,2032,2061,2123,14,Macro-expression,VII
spNO.14,l,481,496,510,14,Macro-expression,VII
spNO.150,m,344,369,403,14+6+4,Macro-expression,VII
spNO.189,e,238,252,344,14+9+1,Macro-expression,VII
spNO.147,j,446,457,473,4,Macro-expression,III
spNO.147,m,520,626,774,14+28+16,Macro-expression,VII
spNO.201,e,596,601,607,2+1,Micro-expression,II
spNO.148,f,228,240,254,1,Macro-expression,V
spNO.166,h,2526,2559,2779,4,Macro-expression,III
spNO.147,h,2522,2537,2619,14,Macro-expression,VII
spNO.148,m,524,534,553,4,Macro-expression,III
spNO.150,h,2239,2249,2273,1,Macro-expression,V
spNO.207,e,135,149,182,14,Macro-expression,VII
spNO.160,d,1497,1501,1505,14,Micro-expression,VII
spNO.157,h,111,126,132,4,Macro-expression,III
spNO.216,i,1760,1788,1816,7,Macro-expression,VII
spNO.157,j,1837,1865,1929,14,Macro-expression,VII
spNO.169,f,1335,1352,1372,7,Macro-expression,VII
spNO.7,c,85,94,104,4,Macro-expression,III
spNO.180,l,2991,3063,3117,L14,Macro-expression,VII
spNO.155,h,2047,2404,3059,2+1,Macro-expression,II
spNO.181,e,1655,1662,1720,2+1,Micro-expression,II
spNO.169,k,18,63,174,R2+L2+L1,Macro-expression,VII
spNO.177,l,661,684,715,14,Macro-expression,VII
spNO.216,m,3,14,77,4+7,Macro-expression,III
spNO.167,k,2255,2299,2385,2+1,Macro-expression,II
spNO.13,d,1146,1161,1181,7,Macro-expression,VII
spNO.169,l,762,778,871,24,Macro-expression,VII
spNO.154,e,449,536,922,10+7+4,Macro-expression,IV
spNO.179,e,456,483,574,10+9+4,Macro-expression,VII
spNO.181,k,1131,1145,1194,4,Macro-expression,III
spNO.189,k,397,420,477,14,Macro-expression,VII
spNO.156,e,482,495,788,4,Macro-expression,III
spNO.206,e,377,385,393,R2+R1,Micro-expression,II
spNO.144,d,4026,4048,4083,24+14,Macro-expression,VII
spNO.181,g,958,966,1020,4,Micro-expression,III
spNO.194,i,245,253,268,2+1,Micro-expression,II
spNO.149,c,1658,1690,1934,25+18+28+14,Macro-expression,VII
spNO.192,d,1113,1160,1236,6+24+12+4+1,Macro-expression,VII
spNO.160,d,1545,1560,1577,14+4,Macro-expression,VII
spNO.213,j,1586,1612,1648,12,Macro-expression,I
spNO.184,i,8,8,23,18,Micro-expression,VII
spNO.174,c,2544,2569,2604,14,Macro-expression,VII
spNO.40,k,455,504,538,24+L14,Macro-expression,VII
spNO.144,m,2516,2546,2672,14,Macro-expression,VII
spNO.3,g,1373,1384,1404,1+2,Macro-expression,II
spNO.181,i,4231,4248,4341,4,Macro-expression,III
spNO.42,m,1258,1272,1289,4,Macro-expression,III
spNO.144,h,7,16,60,14,Macro-expression,VII
spNO.153,c,1095,1363,1476,4+2+1,Macro-expression,VI
spNO.197,a,441,450,461,5,Macro-expression,II
spNO.184,c,923,934,967,L7,Macro-expression,VII
spNO.8,l,2579,2605,2658,24+14+4,Macro-expression,VII
spNO.156,j,17,34,48,16+24+14,Macro-expression,VII
spNO.3,i,2114,2164,2283,L1+L2+14,Macro-expression,VII
spNO.148,b,560,568,585,4,Micro-expression,III
spNO.189,l,255,264,286,T18,Macro-expression,VII
spNO.160,l,1920,2029,2217,14+4,Macro-expression,VII
spNO.160,l,3643,3683,3805,14,Macro-expression,VII
spNO.152,m,1757,1781,1842,24+14,Macro-expression,VII
spNO.145,k,394,417,437,14,Macro-expression,VII
spNO.179,i,3217,3230,3248,14,Macro-expression,VII
spNO.184,c,1296,1300,1318,4,Micro-expression,III
spNO.160,e,1531,1537,1543,14,Micro-expression,VII
spNO.215,j,1618,1629,1674,1+14,Macro-expression,VII
spNO.11,d,3632,3648,3652,14,Macro-expression,VII
spNO.144,c,352,373,387,4+R2+R1,Macro-expression,VI
spNO.152,e,1021,1047,1081,14,Macro-expression,VII
spNO.77,g,2456,2481,2598,14,Macro-expression,VII
spNO.206,g,76,83,108,1+2,Micro-expression,II
spNO.208,g,890,901,919,4,Macro-expression,III
spNO.190,h,34,53,96,2+1,Macro-expression,II
spNO.40,g,2261,2277,2345,R14,Macro-expression,VII
spNO.177,j,1507,1545,2001,12,Macro-expression,I
spNO.216,g,1512,1527,1542,38,Macro-expression,VII
spNO.189,j,292,303,326,24+14+16+4,Macro-expression,VII
spNO.153,a,34,38,50,4,Micro-expression,III
spNO.187,d,4244,4261,4292,14,Macro-expression,VII
spNO.160,g,405,417,436,14,Macro-expression,VII
spNO.166,j,5,64,110,2+1+4,Macro-expression,VI
spNO.15,j,726,734,763,14,Micro-expression,VII
spNO.144,l,1143,1160,1207,16+14,Macro-expression,VII
spNO.40,i,8,84,1093,L14+L12,Macro-expression,VII
spNO.181,i,1938,1967,2155,4,Macro-expression,III
spNO.184,k,476,497,526,4,Macro-expression,III
spNO.173,c,901,916,935,4,Macro-expression,III
spNO.181,m,876,882,928,2+1,Micro-expression,II
spNO.160,i,2537,2551,2583,17,Macro-expression,VII
spNO.142,j,928,999,1088,12+24+14,Macro-expression,VII
spNO.215,d,4206,4213,4231,1+2,Micro-expression,II
spNO.179,e,778,791,854,15,Macro-expression,V
spNO.139,l,507,526,547,14,Macro-expression,VII
spNO.144,g,2436,2483,2505,14,Macro-expression,VII
spNO.165,a,102,149,373,28+4,Macro-expression,VII
spNO.207,c,431,444,463,24+4,Macro-expression,VII
spNO.215,k,68,80,103,1+2,Macro-expression,II
spNO.160,g,2418,2442,2614,14,Macro-expression,VII
spNO.216,a,226,257,271,38,Macro-expression,VII
spNO.174,l,2690,2714,2803,14,Macro-expression,VII
spNO.169,i,656,690,765,38+17,Macro-expression,VII
spNO.187,k,161,183,256,14+17,Macro-expression,VII
spNO.181,m,569,577,609,2+1,Micro-expression,II
spNO.187,c,2597,2607,2624,15,Macro-expression,V
spNO.158,g,1765,1786,1874,L14,Macro-expression,VII
spNO.15,c,748,2253,2827,4,Macro-expression,III
spNO.6,f,191,195,219,15,Micro-expression,V
spNO.148,d,2700,2721,2775,4,Macro-expression,III
spNO.40,f,1427,1439,1451,18,Macro-expression,VII
spNO.160,b,334,382,507,14+4+14+12,Macro-expression,VII
spNO.181,i,1420,1440,1488,R14,Macro-expression,VII
spNO.2,m,1775,1787,1807,2+1,Macro-expression,II
spNO.142,i,3348,3364,3396,16+24+14,Macro-expression,VII
spNO.172,b,47,149,237,12,Macro-expression,I
spNO.151,b,89,269,1151,14+4,Macro-expression,VII
spNO.182,h,1862,1927,2062,B28+14+17,Macro-expression,VII
spNO.14,h,98,112,135,L14,Macro-expression,VII
spNO.14,l,2664,2684,2707,14,Macro-expression,VII
spNO.203,f,59,105,163,14+23+28,Macro-expression,VII
spNO.162,d,3365,3397,3474,14,Macro-expression,VII
spNO.171,d,48,56,63,4,Micro-expression,III
spNO.160,l,379,462,504,14,Macro-expression,VII
spNO.148,i,2491,2589,2824,4,Macro-expression,III
spNO.179,l,1731,1905,2117,R2+R1+10+4,Macro-expression,VII
spNO.144,l,1102,1105,1115,R14,Micro-expression,VII
spNO.206,d,2105,2114,2152,14,Macro-expression,VII
spNO.14,a,474,481,688,38,Micro-expression,VII
spNO.182,l,2665,2840,3700,14+28+17,Macro-expression,VII
spNO.178,j,763,772,788,14,Macro-expression,VII
spNO.213,i,597,607,657,4,Macro-expression,III
spNO.42,j,1778,1782,1795,4,Micro-expression,III
spNO.152,d,277,340,510,14,Macro-expression,VII
spNO.152,d,2429,2471,2518,24+14+12+4,Macro-expression,VII
spNO.148,a,269,284,330,4,Macro-expression,III
spNO.206,m,277,283,300,1+2,Micro-expression,II
spNO.183,i,833,853,890,4,Macro-expression,III
spNO.150,g,1360,1366,1379,1,Micro-expression,V
spNO.11,d,2487,2495,2506,14+24,Micro-expression,VII
spNO.190,l,8,51,67,2+1,Macro-expression,II
spNO.169,f,13,62,153,R2,Macro-expression,VII
spNO.40,j,923,945,968,R14+17,Macro-expression,VII
spNO.216,j,1341,1358,1379,38+R14,Macro-expression,VII
spNO.187,h,349,387,534,14,Macro-expression,VII
spNO.216,m,423,451,482,4+7,Macro-expression,III
spNO.215,c,1958,1972,2011,14,Macro-expression,VII
spNO.147,l,3943,3957,4068,14+2+1,Macro-expression,VII
spNO.186,k,288,340,424,4+12,Macro-expression,VII
spNO.11,e,1318,1327,1360,14,Macro-expression,VII
spNO.145,g,150,156,158,5,Micro-expression,II
spNO.177,e,2695,2741,2841,4,Macro-expression,III
spNO.197,d,3207,3232,3247,5,Macro-expression,II
spNO.155,b,361,376,490,2+1,Macro-expression,II
spNO.147,l,1039,1068,1165,14,Macro-expression,VII
spNO.40,g,1042,1071,1196,14,Macro-expression,VII
spNO.2,i,2559,2586,2602,14,Macro-expression,VII
spNO.148,g,1218,1267,1485,14,Macro-expression,VII
spNO.206,f,31,37,46,1+2,Micro-expression,II
spNO.11,i,2010,2033,2081,B28+14,Macro-expression,VII
spNO.194,h,2549,2584,2677,4,Macro-expression,III
spNO.181,e,180,192,210,28+14,Macro-expression,VII
spNO.149,m,653,684,724,2+1,Macro-expression,II
spNO.187,d,3678,3701,3733,14,Macro-expression,VII
spNO.187,i,71,309,590,17+T24,Macro-expression,III
spNO.177,c,2906,2921,2955,14,Macro-expression,VII
spNO.177,b,1037,1056,1098,14,Macro-expression,VII
spNO.186,g,1016,1046,1379,14,Macro-expression,VII
spNO.185,k,997,1003,1034,L7,Micro-expression,VII
spNO.5,f,339,367,481,7,Macro-expression,VII
spNO.200,m,395,404,588,14,Macro-expression,VII
spNO.148,l,1349,1353,1364,4,Micro-expression,III
spNO.142,j,273,288,316,24+14,Macro-expression,VII
spNO.217,i,3157,3180,3195,7,Macro-expression,VII
spNO.162,m,22,39,56,14,Macro-expression,VII
spNO.153,d,3946,3973,4149,4,Macro-expression,III
spNO.214,b,5,7,16,2+1,Micro-expression,II
spNO.165,f,1621,1735,1995,4,Macro-expression,III
spNO.215,d,3674,3734,3785,23+4,Macro-expression,VII
spNO.152,f,358,406,436,24+12+R10,Macro-expression,VII
spNO.171,l,2363,2372,2381,1,Macro-expression,V
spNO.144,f,614,647,683,14+4,Macro-expression,VII
spNO.189,h,77,85,95,T18,Micro-expression,VII
spNO.151,l,3186,3218,3355,14,Macro-expression,VII
spNO.146,h,3071,3360,3509,4,Macro-expression,III
spNO.142,f,403,421,479,24+14,Macro-expression,VII
spNO.195,i,7,16,48,14,Macro-expression,VII
spNO.208,a,547,592,614,12,Macro-expression,I
spNO.160,f,1460,1492,1540,14,Macro-expression,VII
spNO.142,i,126,153,192,16+24+14+17,Macro-expression,VII
spNO.210,b,284,292,327,38,Micro-expression,VII
spNO.175,j,175,203,228,R12,Macro-expression,I
spNO.179,e,2743,2763,2885,4,Macro-expression,III
spNO.214,c,5,5,3460,17+4,Micro-expression,VII
spNO.160,f,1754,1781,1825,2+1+4,Macro-expression,VI
spNO.3,d,88,93,113,1+2,Micro-expression,II
spNO.142,c,794,803,854,14,Macro-expression,VII
spNO.207,e,271,278,296,2+1,Micro-expression,II
spNO.172,l,32,46,77,14,Macro-expression,VII
spNO.11,e,22,41,67,14,Macro-expression,VII
spNO.175,a,42,58,116,6,Macro-expression,I
spNO.149,g,233,237,265,24,Micro-expression,VII
spNO.162,d,26,33,49,14,Micro-expression,VII
spNO.176,l,1375,1401,1440,14,Macro-expression,VII
spNO.3,h,2069,2079,2096,24,Macro-expression,VII
spNO.181,j,1568,1574,1595,R2,Micro-expression,VII
spNO.179,i,1402,1635,4342,R14+4,Macro-expression,VII
spNO.15,k,986,998,1028,12,Macro-expression,I
spNO.185,l,1430,1439,1460,38,Macro-expression,VII
spNO.8,d,181,192,265,14,Macro-expression,VII
spNO.158,i,579,590,710,2+1,Macro-expression,II
spNO.192,b,889,897,975,4,Micro-expression,III
spNO.206,g,113,121,138,2+1,Micro-expression,II
spNO.2,k,103,112,129,14,Macro-expression,VII
spNO.200,g,2455,2465,2527,R14,Macro-expression,VII
spNO.160,i,1311,1316,1321,5,Micro-expression,II
spNO.215,b,813,866,897,14+2+1,Macro-expression,VII
spNO.184,j,1324,1330,1343,4,Micro-expression,III
spNO.148,a,108,118,145,4,Macro-expression,III
spNO.147,a,32,60,139,10+14,Macro-expression,VII
spNO.1,d,250,260,272,26+25,Macro-expression,II
spNO.149,c,2553,2579,2646,14,Macro-expression,VII
spNO.165,l,5,56,126,28+14+4,Macro-expression,VII
spNO.175,d,3756,3817,4024,4,Macro-expression,III
spNO.174,c,2798,2811,2869,14,Macro-expression,VII
spNO.41,k,184,305,415,12+5,Macro-expression,VII
spNO.179,i,1126,1137,1172,14,Macro-expression,VII
spNO.147,m,2498,2519,2586,14,Macro-expression,VII
spNO.200,f,1224,1273,1435,23+14,Macro-expression,VII
spNO.162,m,2147,2178,2227,4+14,Macro-expression,VII
spNO.77,a,394,404,432,14,Macro-expression,VII
spNO.200,f,779,802,1182,16+23+14,Macro-expression,VII
spNO.152,l,3052,3136,3191,24+14+24+14,Macro-expression,VII
spNO.163,d,4387,4429,4465,38,Macro-expression,VII
spNO.216,h,2380,2409,2431,38,Macro-expression,VII
spNO.179,d,3614,3960,4226,10+9+4+15,Macro-expression,VII
spNO.148,c,2296,2301,2308,2+1,Micro-expression,II
spNO.210,c,751,775,797,14,Macro-expression,VII
spNO.10,j,802,886,960,12+17,Macro-expression,VII
spNO.42,m,1289,1297,1321,4,Micro-expression,III
spNO.40,e,2639,2651,2686,L14,Macro-expression,VII
spNO.41,d,4685,4725,4778,5,Macro-expression,II
spNO.197,h,3086,3113,3160,14,Macro-expression,VII
spNO.149,c,337,360,538,R14,Macro-expression,VII
spNO.216,g,1753,1766,1781,38,Macro-expression,VII
spNO.77,a,799,808,824,4,Macro-expression,III
spNO.197,k,1950,1956,1968,24,Micro-expression,VII
spNO.217,h,459,546,1040,14,Macro-expression,VII
spNO.206,j,19,25,30,R2,Micro-expression,VII
spNO.206,a,10,17,24,1,Micro-expression,V
spNO.77,m,1466,1508,1540,4,Macro-expression,III
spNO.176,l,3351,3367,3414,14,Macro-expression,VII
spNO.214,c,133,152,197,7,Macro-expression,VII
spNO.3,f,141,147,162,L18,Micro-expression,VII
spNO.207,e,1149,1159,1196,4,Macro-expression,III
spNO.203,b,939,964,1172,14,Macro-expression,VII
spNO.194,m,2293,2321,2354,2+1,Macro-expression,II
spNO.206,m,305,319,361,1+2+5,Macro-expression,VII
spNO.177,k,15,76,93,12+2+1,Macro-expression,VII
spNO.217,l,1614,1626,1633,R2,Macro-expression,VII
spNO.200,j,954,996,1151,12,Macro-expression,I
spNO.200,k,458,494,555,L20+28,Macro-expression,VII
spNO.148,a,403,411,435,4,Micro-expression,III
spNO.187,d,4157,4184,4209,16+14+24,Macro-expression,VII
spNO.17,l,3052,3082,3371,23,Macro-expression,III
spNO.144,i,3135,3181,3254,24+14,Macro-expression,VII
spNO.207,l,3048,3067,3112,R14,Macro-expression,VII
spNO.189,h,1231,1255,1283,R14,Macro-expression,VII
spNO.152,e,1458,1486,1604,14+24,Macro-expression,VII
spNO.162,i,3898,3900,3932,14,Micro-expression,VII
spNO.215,m,1985,2004,2029,17+4,Macro-expression,VII
spNO.150,c,840,849,862,1,Macro-expression,V
spNO.167,j,968,1004,1302,4+14,Macro-expression,VII
spNO.176,b,912,947,992,14,Macro-expression,VII
spNO.162,l,221,246,268,14,Macro-expression,VII
spNO.151,e,123,180,276,14,Macro-expression,VII
spNO.216,i,3420,3447,3493,7,Macro-expression,VII
spNO.160,i,3307,3314,3329,4,Micro-expression,III
spNO.172,j,654,842,1147,12,Macro-expression,I
spNO.186,c,2552,2590,2905,14+23,Macro-expression,VII
spNO.180,l,2595,2656,2729,14,Macro-expression,VII
spNO.166,l,18,189,537,2+1+4,Macro-expression,VI
spNO.15,j,31,37,46,R14,Micro-expression,VII
spNO.215,a,121,132,163,1,Macro-expression,V
spNO.14,e,2154,2160,2172,L14,Micro-expression,VII
spNO.161,g,7,31,143,14,Macro-expression,VII
spNO.169,h,735,751,800,R2,Macro-expression,VII
spNO.3,l,1098,1104,1142,14,Micro-expression,VII
spNO.77,b,526,580,617,4,Macro-expression,III
spNO.207,e,2657,2674,2696,4,Macro-expression,III
spNO.210,k,2185,2221,2263,12+14,Macro-expression,VII
spNO.149,g,368,381,456,14,Macro-expression,VII
spNO.215,b,5,5,37,1+14,Micro-expression,VII
spNO.150,g,766,779,797,14,Macro-expression,VII
spNO.142,h,1426,1429,1436,R14,Micro-expression,VII
spNO.160,b,579,698,763,14+4,Macro-expression,VII
